name,numerical_sigma,integral_result,integral_error,epsabs
J0841+3824,230.1139700543922,8225.765506619926,245477894.03422624,1.49e-05
J0044+0113,252.92549381983548,10113.812656804323,94001263.67170684,1.49e-05
J1213+6708,233.44603045395448,8726.556554904057,252501480.6092178,1.49e-05
J1451-0239,206.00465206186786,6852.227039551358,196599219.1387939,1.49e-05
J1218+0830,235.92146968123149,9347.631158593227,257673870.22466865,1.49e-05
J1134+6027,225.44760461293995,9090.307542013321,235062313.83663705,1.49e-05
J2303+1422,269.21744550274946,13046.47182225318,108167730.30340537,1.49e-05
J1531-0105,261.73788757121275,12526.616232857567,102215982.15630949,1.49e-05
J1204+0358,235.97647890561726,10306.42614569781,257394435.6573268,1.49e-05
J1016+3859,235.61024675826764,10396.24929292046,256550463.38790837,1.49e-05
J1153+4612,204.72532568674413,8115.970076320747,193603632.7195518,1.49e-05
J2341+0000,243.76275261556287,11688.278247221531,274414411.9862659,1.49e-05
J1403+0006,209.24206268841883,8678.056428741118,202172998.37835717,1.49e-05
J0936+0913,226.03203110100017,10152.031667738149,235911840.85273764,1.49e-05
J1023+4230,248.4868048409048,12299.886322405278,92011920.55950752,1.49e-05
J0037-0942,265.59227192175445,14224.24552085452,105097875.29874802,1.49e-05
J1402+6321,273.7069826822276,15427.846851504652,111585787.0623718,1.49e-05
J0728+3835,238.6997218649746,11760.380121009277,262957027.28725407,1.49e-05
J1627-0053,255.04294339335192,13486.342945839448,96877710.70611592,1.49e-05
J1205+4910,265.47347499507896,14837.239741148096,104942211.40696524,1.49e-05
J0808+4706,224.3662644552957,10688.094477778688,232237110.30582774,1.49e-05
J0946+1006,264.0441570014722,14894.928246888026,103795056.3023732,1.49e-05
J1142+1001,236.85387436978925,11985.22740830055,258786682.05926436,1.49e-05
J1251-0208,194.48375167846672,8113.83677551486,174471434.66767535,1.49e-05
J0029-0055,202.32673809828353,8834.66270533192,188812193.5917547,1.49e-05
J1636+4707,230.18137144045153,11457.463631904722,244372649.0965004,1.49e-05
J2300+0022,279.6300037140262,16908.91253713415,116391788.91941467,1.49e-05
J1250+0523,226.86267459416325,11217.212883789633,237352756.82828212,1.49e-05
J0225-0454,266.18311565799394,10947.368683898594,106016710.88954072,1.49e-05
J0822+2652,252.0553809851135,14084.921096760483,94538373.2112701,1.49e-05
J1621+3931,265.1338400621377,15698.885884083718,104593922.0077545,1.49e-05
J1630+4520,289.80580904417366,18857.779341308174,124957118.77987067,1.49e-05
J0849-0251,209.48929241998022,7415.549587511522,203149038.20227164,1.49e-05
J1020+1122,284.55656870592895,19219.278977949663,118984324.85755631,1.49e-05
J1436-0000,240.0054523125559,13733.524255176308,262274762.3404532,1.49e-05
J0109+1500,228.07836343237915,12565.05524008399,58795226.37849958,1.49e-05
J1416+5136,269.10906987955156,17615.44876135421,106416492.99511147,1.49e-05
J1411+5651,200.52704697034412,9268.28309891791,185314823.2273146,1.49e-05
J2221+0115,233.7128494289872,12133.925826706556,251841832.832878,1.49e-05
J0850-0347,186.86293822992025,5441.464992313539,161863074.25636306,1.49e-05
J0330-0020,234.76352583074421,14295.63783781126,253651621.5471104,1.49e-05
J1542+1629,232.31211038660413,15341.108336471878,60998329.64010062,1.49e-05
J0232-0408,203.52427351645053,7538.178284175205,191516652.138128,1.49e-05
J1525+3327,298.02477340061336,23214.096088506132,130514031.23746419,1.49e-05
J2125+0411,255.23701732293736,18738.30478268276,73631148.93820275,1.49e-05
J0855-0147,198.12933187218204,6309.411946077,181869561.0693212,1.49e-05
J1420+5258,229.64317645604447,10368.61359662932,243546675.10769996,1.49e-05
J0219-0829,233.19051826101676,10276.500338098083,251273936.88161945,1.49e-05
J1637+1439,201.12906144579148,11963.864611087363,45721862.91630466,1.49e-05
J2203+0205,287.24611807380273,17347.449622543125,122863835.18864058,1.49e-05
J1631+1854,300.94595795427415,27202.849909540368,133085200.11642574,1.49e-05
J0855-0409,234.35716362454988,9286.550751574552,254239451.04916406,1.49e-05
J0903+4116,273.5259485829244,20913.054142125406,111039495.3196629,1.49e-05
J2222+0012,271.0898626650745,15930.397787552582,109387506.55323753,1.49e-05
J0747+4448,203.79070170693325,12779.593508295195,46940015.971316196,1.49e-05
J2303+0037,265.04859052723936,21965.75844560208,79400891.529131,1.49e-05
J1420+5630,242.6716230830459,12590.312226539852,271653193.22451824,1.49e-05
Q0047-2808,234.88655293837527,12093.646109080644,254420818.49956644,1.49e-05
J0226-0420,264.57310590410566,13723.799538931698,104334302.79792944,1.49e-05
J0223-0534,257.0192834982281,12992.968821937502,98457134.20655191,1.49e-05
J0157-0056,252.1113394665716,18833.82234306272,71838791.60270078,1.49e-05
J0151+0049,198.7441549991534,12843.492267566107,179847031.80188346,1.49e-05
J1545+2748,270.92421861791524,23937.593457853556,107857021.47784069,1.49e-05
J1405+5243,256.9244998145976,14497.43055245717,98237915.83477469,1.49e-05
J0830+5116,261.83508756002357,22462.665100227805,100741510.84653829,1.49e-05
J0944-0147,219.24295452158552,15829.51370405621,218859728.91977444,1.49e-05
J1601+2138,224.09232901204777,16583.28642235787,228648602.45411482,1.49e-05
J1337+3620,311.654786451314,32417.219475559406,142725118.81157434,1.49e-05
J0214-0405,277.45091980003724,17637.633829323157,114501301.513253,1.49e-05
J1215+0047,319.05854358438694,35205.21049228823,115057587.37868784,1.49e-05
J0217-0513,270.2553890304729,18686.686498196006,108500501.68402043,1.49e-05
J1406+5226,264.19404306121805,17478.60098408506,103712777.3537134,1.49e-05
J0213-0743,340.24462219595586,25159.263219400236,172309524.11980227,1.49e-05
J0212-0555,260.5123703320894,15198.110735442378,100975924.70196657,1.49e-05
J1359+5535,249.73202001451327,14462.412098251752,92751933.86567153,1.49e-05
HST14176+5226,271.0464646359201,18736.818228632692,109140414.15453264,1.49e-05
CFRS03.1077,274.1239913288334,20020.52120480025,111580502.50603116,1.49e-05
J2321-0939,240.09779952727484,7446.503306554847,302960973.14377886,1.49e-06
J1106+5228,222.04426789308962,6932.246122816405,258650037.7541565,1.49e-06
J1143-0144,264.86416198388247,10395.481832716267,367647467.7094786,1.49e-06
J0841+3824,230.10350013994326,8225.016998375404,277235466.24555296,1.49e-06
J0044+0113,252.92549382003187,10113.812656820028,328951504.2069466,1.49e-06
J1213+6708,233.43574044400438,8725.787260394745,285167696.99269944,1.49e-06
J1451-0239,205.995649157159,6851.62813463865,222033337.85251063,1.49e-06
J1218+0830,235.91156534853047,9346.846320267827,291009240.69764674,1.49e-06
J1134+6027,225.43872370411486,9089.591379137823,265472418.31910118,1.49e-06
J2303+1422,269.208529744483,13045.607708393904,378526161.94210935,1.49e-06
J1531-0105,261.7293559410181,12525.799608894804,357698393.9914547,1.49e-06
J1204+0358,235.96750045443474,10305.641881231784,290693655.5695593,1.49e-06
J1016+3859,235.60138876232827,10395.467593447003,289740498.2739194,1.49e-06
J1153+4612,204.71788546952453,8115.380178780209,218650211.2333827,1.49e-06
J2341+0000,243.75403376609594,11687.442134936493,309915512.96556073,1.49e-06
J1403+0006,209.2346362215519,8677.440432568836,228328199.11567023,1.49e-06
J0936+0913,226.02402910353086,10151.312874978132,266431848.9809449,1.49e-06
J1023+4230,248.47937942686045,12299.151229979834,321989922.7494434,1.49e-06
J0037-0942,265.5844331752999,14223.405898467041,367783397.42358136,1.49e-06
J1402+6321,273.69907509518526,15426.955421710874,406491705.4897891,1.49e-06
J0728+3835,238.691591048707,11759.578948216289,296975881.87781453,1.49e-06
J1627-0053,255.03562536342153,13485.569020914534,339017448.9536958,1.49e-06
J1205+4910,265.46597497059065,14836.401404365175,367238661.374758,1.49e-06
J0808+4706,224.3588376716309,10687.386912834258,262281717.0901267,1.49e-06
J0946+1006,264.0368075716159,14894.09908476515,363224264.2957234,1.49e-06
J1142+1001,236.84608348633617,11984.438956142569,292266017.4387132,1.49e-06
J1251-0208,194.47779735135404,8113.339955617927,229289077.0324418,1.49e-06
J0029-0055,202.3201508816788,8834.08744879325,213238901.73099506,1.49e-06
J1636+4707,230.17389245831635,11456.719099250564,275987235.33238757,1.49e-06
J2300+0022,279.62231550679087,16907.982755387773,407305736.9462939,1.49e-06
J1250+0523,226.85536187129196,11216.489741057607,268059176.82582626,1.49e-06
J0225-0454,266.172800665859,10946.520246659094,370998805.37427723,1.49e-06
J0822+2652,252.04862363430166,14084.165901796272,330831084.6067427,1.49e-06
J1621+3931,265.12678456906724,15698.050367147987,366019844.48179406,1.49e-06
J1630+4520,289.7981217149213,18856.778919428616,437279569.44381326,1.49e-06
J0849-0251,209.48055205634964,7414.930813663357,229430509.59784642,1.49e-06
J1020+1122,284.5565687059525,19219.278977952843,416378153.1196242,1.49e-06
J1436-0000,240.00545231248532,13733.524255168231,296205352.04488593,1.49e-06
J0109+1500,228.07836343250494,12565.055240097849,58795226.37848723,1.49e-06
J1416+5136,269.1090698797105,17615.448761375024,372397816.8160696,1.49e-06
J1411+5651,200.52135292865697,9267.756753550917,243539378.57581684,1.49e-06
J2221+0115,233.7054599719671,12133.158545779288,284422710.3219371,1.49e-06
J0850-0347,186.85501868769586,5441.003766572537,212719262.45551643,1.49e-06
J0330-0020,234.75718061457147,14294.865079894615,286466632.11754024,1.49e-06
J1542+1629,232.31211038655127,15341.108336464897,60998329.640087806,1.49e-06
J0232-0408,203.51639606078328,7537.594761482516,216293237.14907795,1.49e-06
J1525+3327,298.0247734006579,23214.096088513084,456725634.5509491,1.49e-06
J2125+0411,255.2370173228536,18738.304782670464,73631148.93819486,1.49e-06
J0855-0147,198.12122148329198,6308.895407342298,239011640.37247542,1.49e-06
J1420+5258,229.63495874822897,10367.871534846647,275054404.76223034,1.49e-06
J0219-0829,233.1818314813349,10275.73471493062,283781345.44720495,1.49e-06
J1637+1439,201.12906144579586,11963.864611087882,45721862.916291185,1.49e-06
J2203+0205,287.23797360883657,17346.465910779352,429954255.40716153,1.49e-06
J1631+1854,300.94595795415853,27202.84990951947,465723278.06070083,1.49e-06
J0855-0409,234.34739206460873,9285.77635924007,287130509.35544515,1.49e-06
J0903+4116,273.5201484958549,20912.167233592663,404501639.36058813,1.49e-06
J2222+0012,271.08242754087166,15929.523960248891,382794691.8135338,1.49e-06
J0747+4448,203.79070170729662,12779.593508340768,46940015.97130238,1.49e-06
J2303+0037,265.04859052728966,21965.758445610416,79400891.52912208,1.49e-06
J1420+5630,242.66364666822764,12589.48457391791,306797074.24069417,1.49e-06
Q0047-2808,234.87902529099875,12092.87096683862,287335340.3840454,1.49e-06
J0226-0420,264.56507095063284,13722.965981673759,365111323.5772653,1.49e-06
J0223-0534,257.0115033599748,12992.182222874633,344544542.12325484,1.49e-06
J0157-0056,252.11133946655866,18833.822343060787,71838791.6026931,1.49e-06
J0151+0049,198.74415499923262,12843.492267576345,236353647.27378735,1.49e-06
J1545+2748,270.92421861787113,23937.593457845764,377438855.3847325,1.49e-06
J1405+5243,256.9175459969917,14496.645799554173,343777401.0921749,1.49e-06
J0830+5116,261.8350875600109,22462.665100225633,352538573.96120477,1.49e-06
J0944-0147,219.2429545215364,15829.51370404912,247173698.5845827,1.49e-06
J1601+2138,224.09232901196998,16583.28642234636,258228962.55846074,1.49e-06
J1337+3620,311.6547864513768,32417.21947557247,499457566.50594646,1.49e-06
J0214-0405,277.443725750592,17636.719185645372,400690095.2307126,1.49e-06
J1215+0047,319.0585435843795,35205.21049228659,115057587.3786741,1.49e-06
J0217-0513,270.24912196071267,18685.8198408433,379690673.9663774,1.49e-06
J1406+5226,264.18778206178297,17477.772561059955,362936334.143987,1.49e-06
J0213-0743,340.2352937222366,25157.883657208324,602986330.5215425,1.49e-06
J0212-0555,260.50545711236805,15197.304121271727,353358890.7086178,1.49e-06
J1359+5535,249.72562310431587,14461.671195531006,324579552.5563656,1.49e-06
HST14176+5226,271.04015905888133,18735.946458719067,381930007.3674392,1.49e-06
CFRS03.1077,274.1178897334838,20019.629960228995,406472454.30721414,1.49e-06
J2321-0939,240.09779952727638,7446.503306554941,414195520.2765176,1.49e-07
J1106+5228,222.0442678930909,6932.246122816484,258650037.75415543,1.49e-07
J1143-0144,264.86416198388264,10395.481832716281,502632179.2721832,1.49e-07
J0841+3824,230.10350013994497,8225.016998375528,379024687.5316759,1.49e-07
J0044+0113,252.9254938200308,10113.812656819942,449728682.9263018,1.49e-07
J1213+6708,233.43574044400592,8725.78726039486,389869300.31166035,1.49e-07
J1451-0239,205.99564915716113,6851.628134638792,303554655.68957645,1.49e-07
J1218+0830,235.91156534853093,9346.846320267863,397855613.561413,1.49e-07
J1134+6027,225.43872370411606,9089.591379137917,362942742.3702712,1.49e-07
J2303+1422,269.2085297444842,13045.60770839403,517505073.1975318,1.49e-07
J1531-0105,261.7293559410192,12525.799608894906,597780332.8914717,1.49e-07
J1204+0358,235.96750045443702,10305.64188123198,290693655.56955796,1.49e-07
J1016+3859,235.60138876232847,10395.467593447021,396121042.1973408,1.49e-07
J1153+4612,204.71788546952664,8115.380178780376,298929387.04247314,1.49e-07
J2341+0000,243.75403376609611,11687.442134936508,423703475.0762267,1.49e-07
J1403+0006,209.23463622155273,8677.440432568905,312160725.6683385,1.49e-07
J0936+0913,226.02402910353186,10151.312874978223,364254435.6814807,1.49e-07
J1023+4230,248.47937942686264,12299.151229980052,440211101.09325475,1.49e-07
J0037-0942,265.5844331753014,14223.405898467197,367783397.42358017,1.49e-07
J1402+6321,273.69907509518606,15426.955421710969,533858024.9577358,1.49e-07
J0728+3835,238.69159104870678,11759.578948216267,406012954.8254999,1.49e-07
J1627-0053,255.03562536342733,13485.569020915149,463490419.884426,1.49e-07
J1205+4910,265.4659749705923,14836.401404365364,502073276.4159595,1.49e-07
J0808+4706,224.35883767163318,10687.386912834476,358580549.6362167,1.49e-07
J0946+1006,264.0368075716169,14894.099084765267,496584961.3055935,1.49e-07
J1142+1001,236.8460834863371,11984.438956142663,399573825.9451406,1.49e-07
J1251-0208,194.4773809201034,8113.305209803923,197042873.15473363,1.49e-07
J0029-0055,202.32015088168026,8834.087448793378,291531271.92712516,1.49e-07
J1636+4707,230.17389245831757,11456.719099250688,377318158.6425786,1.49e-07
J2300+0022,279.6225061872116,16908.00581522375,556851299.6046495,1.49e-07
J1250+0523,226.8553618712928,11216.489741057692,366479249.9745429,1.49e-07
J0225-0454,266.17280066586136,10946.520246659291,620007786.182108,1.49e-07
J0822+2652,252.04862363430263,14084.165901796381,330831084.6067417,1.49e-07
J1621+3931,265.1267845690674,15698.050367148002,500406961.14136374,1.49e-07
J1630+4520,289.79813895281075,18856.781162721825,597830264.7069954,1.49e-07
J0849-0251,209.4805520563502,7414.930813663397,313667758.27092695,1.49e-07
J1020+1122,284.5565687059596,19219.2789779538,569254726.0194856,1.49e-07
J1436-0000,240.00545231248776,13733.524255168513,404959518.7943524,1.49e-07
J0109+1500,228.07836343250042,12565.055240097352,58795226.378486216,1.49e-07
J1416+5136,269.1090698797174,17615.448761375927,509126657.08699757,1.49e-07
J1411+5651,200.5209392220724,9267.718511957373,286131234.9306579,1.49e-07
J2221+0115,233.7054599719673,12133.15854577931,388850785.81816345,1.49e-07
J0850-0347,186.85446460892445,5440.971498344114,182803364.1723421,1.49e-07
J0330-0020,234.75718061457377,14294.865079894895,286466632.1175389,1.49e-07
J1542+1629,232.31211038654155,15341.108336463614,60998329.64008676,1.49e-07
J0232-0408,203.5163960607794,7537.594761482232,295707031.05078614,1.49e-07
J1525+3327,298.0247734006561,23214.096088512797,624416108.3244448,1.49e-07
J2125+0411,255.2370173228568,18738.30478267093,73631148.93819354,1.49e-07
J0855-0147,198.12063221022953,6308.85787823198,280811654.4544614,1.49e-07
J1420+5258,229.6349587482292,10367.871534846667,376042831.8595894,1.49e-07
J0219-0829,233.18183148133582,10275.7347149307,387973938.6948812,1.49e-07
J1637+1439,201.12906144580103,11963.864611088498,45721862.91629044,1.49e-07
J2203+0205,287.2380737936191,17346.478011214378,587815402.9675013,1.49e-07
J1631+1854,300.94595795416075,27202.84990951987,778309941.755917,1.49e-07
J0855-0409,234.34739206460964,9285.776359240142,392552774.9494934,1.49e-07
J0903+4116,273.5201484958561,20912.16723359284,531244410.0698772,1.49e-07
J2222+0012,271.0824275408729,15929.523960249036,523340827.98892766,1.49e-07
J0747+4448,203.7907017073019,12779.59350834143,46940015.97130161,1.49e-07
J2303+0037,265.0485905272919,21965.75844561079,79400891.52912104,1.49e-07
J1420+5630,242.66364666822864,12589.484573918013,419440076.6038058,1.49e-07
Q0047-2808,234.87902529099995,12092.870966838744,392832811.32933104,1.49e-07
J0226-0420,264.56507095063284,13722.965981673759,499164869.5128014,1.49e-07
J0223-0534,257.0115033599749,12992.18222287464,471046829.5673898,1.49e-07
J0157-0056,252.11133946655715,18833.82234306056,71838791.60269178,1.49e-07
J0151+0049,198.74415499922804,12843.492267575752,277688813.07927436,1.49e-07
J1545+2748,270.92421861787966,23937.593457847273,377438855.3847315,1.49e-07
J1405+5243,256.91754599698675,14496.645799553617,343777401.09217393,1.49e-07
J0830+5116,261.8350875600171,22462.6651002267,481975934.2026358,1.49e-07
J0944-0147,219.2429545215432,15829.513704050101,337925501.1644022,1.49e-07
J1601+2138,224.09232901197697,16583.28642234739,353039793.8268721,1.49e-07
J1337+3620,311.65478645137046,32417.21947557114,499457566.505945,1.49e-07
J0214-0405,277.4437257505926,17636.719185645445,547806672.0608901,1.49e-07
J1215+0047,319.0585435843821,35205.210492287166,115057587.37867339,1.49e-07
J0217-0513,270.24912196071415,18685.819840843506,379690673.9663763,1.49e-07
J1406+5226,264.18784518084317,17477.780912549202,362936334.14398605,1.49e-07
J0213-0743,340.23531464029554,25157.886750679932,602986330.5215416,1.49e-07
J0212-0555,260.50545711236884,15197.304121271818,590528218.3700621,1.49e-07
J1359+5535,249.72562310431698,14461.671195531137,443751534.21879673,1.49e-07
HST14176+5226,271.04022262739926,18735.95524720629,522158667.72444105,1.49e-07
CFRS03.1077,274.1179512457148,20019.638945065704,533832741.78943324,1.49e-07
J2321-0939,240.09843231670186,7446.5425578497725,352540748.0979221,1.49e-08
J1106+5228,222.04429251212784,6932.247660034576,406257021.7979037,1.49e-08
J1143-0144,264.86502195447446,10395.549337682676,427813232.69914097,1.49e-08
J0841+3824,230.10419100275962,8225.066388036448,322605244.0187642,1.49e-08
J0044+0113,252.92549382003025,10113.812656819899,549738950.4496644,1.49e-08
J1213+6708,233.43693979676635,8725.876923819169,447907838.3240227,1.49e-08
J1451-0239,205.99742513907427,6851.746277134976,303554655.68956035,1.49e-08
J1218+0830,235.9115704707576,9346.846726154416,282290274.2545209,1.49e-08
J1134+6027,225.43858395567838,9089.580109948847,362942742.370426,1.49e-08
J2303+1422,269.2092390038207,13045.676448647275,632587394.5616009,1.49e-08
J1531-0105,261.7294271467021,12525.806424395085,561830516.2680762,1.49e-08
J1204+0358,235.96810864381862,10305.695005412457,338265875.4292497,1.49e-08
J1016+3859,235.60137613073005,10395.466478756065,484210089.89605594,1.49e-08
J1153+4612,204.71833157156445,8115.415547371366,254432471.0861587,1.49e-08
J2341+0000,243.75407225473305,11687.44582581904,309915512.9655593,1.49e-08
J1403+0006,209.23513927424455,8677.482158117733,265694268.4479603,1.49e-08
J0936+0913,226.0241977658737,10151.328025091669,445257015.55258936,1.49e-08
J1023+4230,248.47955015405284,12299.168131183344,505743854.515623,1.49e-08
J0037-0942,265.5846275875387,14223.426722015789,399256300.6300151,1.49e-08
J1402+6321,273.6989797715813,15426.944675947616,652576901.2991483,1.49e-08
J0728+3835,238.69156080836942,11759.575968525103,466454744.6594871,1.49e-08
J1627-0053,255.03577500527888,13485.584846203139,368028718.7145587,1.49e-08
J1205+4910,265.46616098326075,14836.422196179321,576815244.8524714,1.49e-08
J0808+4706,224.35861948646726,10687.36612623942,262281717.09012538,1.49e-08
J0946+1006,264.0368816626022,14894.107443589484,363224264.2957223,1.49e-08
J1142+1001,236.84608348633716,11984.438956142667,459057044.2116816,1.49e-08
J1251-0208,194.47744489252213,8113.310547471893,213904730.75281927,1.49e-08
J0029-0055,202.32028912685635,8834.099521445429,334930556.74902713,1.49e-08
J1636+4707,230.1739416914521,11456.724000330012,461225837.6941225,1.49e-08
J2300+0022,279.6229309328473,16908.057181669392,556851299.6048869,1.49e-08
J1250+0523,226.85531617795465,11216.485222594445,447976582.0842481,1.49e-08
J0225-0454,266.17535743161864,10946.730544800033,582721236.2708538,1.49e-08
J0822+2652,252.04916454817382,14084.226353059836,384971822.7745679,1.49e-08
J1621+3931,265.1269641958561,15698.071638415151,424619631.97014946,1.49e-08
J1630+4520,289.79908226805236,18856.90392346897,508840676.53727686,1.49e-08
J0849-0251,209.48114402684675,7414.972721386425,266976972.8110701,1.49e-08
J1020+1122,284.55656870595914,19219.278977953738,653997772.0310285,1.49e-08
J1436-0000,240.00545231248748,13733.524255168479,465244487.13178027,1.49e-08
J0109+1500,228.07836343250008,12565.055240097316,58795226.37848611,1.49e-08
J1416+5136,269.1090698797165,17615.448761375814,584918638.6994016,1.49e-08
J1411+5651,200.52165108620042,9267.784314243092,227822941.07715014,1.49e-08
J2221+0115,233.70586672655963,12133.200780327477,330968685.6096789,1.49e-08
J0850-0347,186.85442640066293,5440.969273189462,287125998.31014544,1.49e-08
J0330-0020,234.75715884264747,14294.862428417026,449948052.65926296,1.49e-08
J1542+1629,232.3121103865414,15341.108336463596,60998329.64008664,1.49e-08
J0232-0408,203.5216501187484,7537.983953427378,216293237.149077,1.49e-08
J1525+3327,298.02477340065593,23214.096088512775,624416108.3247111,1.49e-08
J2125+0411,255.23701732285664,18738.304782670908,73631148.93819349,1.49e-08
J0855-0147,198.12122148328731,6308.895407342,239011640.37248516,1.49e-08
J1420+5258,229.63551539997118,10367.921799847929,320067250.2990777,1.49e-08
J0219-0829,233.18238297415792,10275.783320781358,330222360.92527074,1.49e-08
J1637+1439,201.1290614458012,11963.864611088518,45721862.91629032,1.49e-08
J2203+0205,287.23973031931513,17346.678088934157,387870364.1565574,1.49e-08
J1631+1854,300.9459579541611,27202.849909519926,636717308.6938679,1.49e-08
J0855-0409,234.3479299037441,9285.81898194319,334119617.8476191,1.49e-08
J0903+4116,273.52055946508256,20912.230075498235,452166410.7439907,1.49e-08
J2222+0012,271.08285088610745,15929.573714070293,639720899.3521848,1.49e-08
J0747+4448,203.79070170730455,12779.593508341763,46940015.97130149,1.49e-08
J2303+0037,265.0485905272918,21965.758445610776,79400891.52912098,1.49e-08
J1420+5630,242.66416944977541,12589.538818197274,419440076.60380554,1.49e-08
Q0047-2808,234.87894850613066,12092.863060220741,451312517.30932045,1.49e-08
J0226-0420,264.56516629472003,13722.975872653667,573473873.146584,1.49e-08
J0223-0534,257.0043943294814,12991.463495961554,541169994.6937417,1.49e-08
J0157-0056,252.11133946655758,18833.822343060623,71838791.60269172,1.49e-08
J0151+0049,198.74415499922696,12843.492267575612,203113913.41542453,1.49e-08
J1545+2748,270.92421861787903,23937.593457847157,592836508.4716897,1.49e-08
J1405+5243,256.9185038070628,14496.75388916847,374221055.3774582,1.49e-08
J0830+5116,261.8350875600169,22462.665100226666,481975934.2028415,1.49e-08
J0944-0147,219.24295452154206,15829.513704049934,388231339.6312896,1.49e-08
J1601+2138,224.09232901197652,16583.286422347323,405595646.4613996,1.49e-08
J1337+3620,311.6547864513712,32417.219475571295,579420737.0765572,1.49e-08
J0214-0405,277.44459221133076,17636.82934527184,629356818.0570382,1.49e-08
J1215+0047,319.0585435843814,35205.21049228701,115057587.37867327,1.49e-08
J0217-0513,270.24947880717633,18685.86918770582,596373399.9356879,1.49e-08
J1406+5226,264.1881385617745,17477.819730765725,422331118.8323442,1.49e-08
J0213-0743,340.2360596923425,25157.996932984574,701665464.8549052,1.49e-08
J0212-0555,260.5053737767947,15197.294398052387,483097436.81302154,1.49e-08
J1359+5535,251.23780601659055,14637.343226176316,542432608.688723,1.49e-08
HST14176+5226,271.0400418039943,18735.930247978802,638275851.3315785,1.49e-08
CFRS03.1077,274.1187301685176,20019.75271926665,652545995.6818837,1.49e-08
